household_id,sector,qualification,salary,own_house,house_rent,own_car,car_expenses,married,number_of_children,food,milk,bread,meat,fruits,vegetables,transport,education,healthcare,utilities,clothing,entertainment,sports,savings
354,Construction,MaŒtrise,43309,VRAI,0,FAUX,0,VRAI,2,12138,1820,1213,3641,2427,3037,3318,4609,3465,2381,1524,2202,0,13672
355,Education,Ex‚cution,25641,VRAI,0,FAUX,0,VRAI,4,8119,1217,811,2435,1623,2033,2081,2826,1909,1688,855,1178,1082,5903
356,Agriculture,Ex‚cution,39065,VRAI,0,FAUX,0,VRAI,3,13370,2005,1337,4011,2674,3343,2934,3234,3393,1996,1523,1438,0,11177
357,Agriculture,MaŒtrise,58064,FAUX,25653,VRAI,11084,VRAI,4,16149,2422,1614,4844,3229,4040,0,5560,4283,4267,2903,2487,0,-14322
358,Transport,MaŒtrise,47347,VRAI,0,FAUX,0,VRAI,1,13741,2061,1374,4122,2748,3436,3373,4180,4069,3145,2734,1540,1218,13347
359,Education,Cadre,89553,VRAI,0,FAUX,0,VRAI,4,30311,4546,3031,9093,6062,7579,5513,8097,8925,6811,3813,4104,2748,19231
360,Education,MaŒtrise,46353,VRAI,0,VRAI,12494,VRAI,0,12031,1804,1203,3609,2406,3009,0,0,3289,2475,1245,2195,581,12043
361,Education,Cadre,115385,VRAI,0,VRAI,6326,VRAI,2,37424,5613,3742,11227,7484,9358,0,11917,10734,8174,2356,4581,0,33873
362,Commerce,Cadre,101213,FAUX,21022,FAUX,0,VRAI,1,32582,4887,3258,9774,6516,8147,6434,8261,9336,6506,4735,4060,3544,4733
363,Agriculture,Ex‚cution,35816,VRAI,0,FAUX,0,FAUX,2,10122,1518,1012,3036,2024,2532,2629,2320,3554,2015,903,1080,0,13193
364,Industry,Cadre,73161,VRAI,0,VRAI,7452,VRAI,0,18924,2838,1892,5677,3784,4733,0,0,5627,5662,2598,4497,3468,24933
365,Construction,Ex‚cution,27665,VRAI,0,FAUX,0,VRAI,5,7678,1151,767,2303,1535,1922,1842,3322,2441,2154,779,1657,0,7792
366,Education,Ex‚cution,29277,VRAI,0,VRAI,13243,FAUX,0,8505,1275,850,2551,1701,2128,0,0,1813,2016,1335,1830,0,535
367,Transport,MaŒtrise,52278,VRAI,0,FAUX,0,VRAI,4,14337,2150,1433,4301,2867,3586,3376,7446,3216,3067,1817,2780,2517,13722
368,Agriculture,Cadre,100870,VRAI,0,VRAI,12110,VRAI,0,28065,4209,2806,8419,5613,7018,0,0,7995,5819,5785,2678,0,38418
369,Commerce,Cadre,62607,VRAI,0,FAUX,0,FAUX,1,19295,2894,1929,5788,3859,4825,5627,8541,4560,4022,2218,4278,0,14066
370,Finance,MaŒtrise,45755,VRAI,0,FAUX,0,VRAI,3,12372,1855,1237,3711,2474,3095,4178,4839,2412,3621,1853,1580,0,14900
371,Education,Ex‚cution,33605,FAUX,10867,FAUX,0,FAUX,2,8433,1264,843,2529,1686,2111,1806,2943,3058,1687,1286,1225,941,1359
372,Agriculture,MaŒtrise,48154,FAUX,29122,FAUX,0,VRAI,0,13395,2009,1339,4018,2679,3350,2851,0,2502,2439,2454,1286,0,-5895
373,Commerce,Ex‚cution,38989,VRAI,0,VRAI,8111,FAUX,0,12835,1925,1283,3850,2567,3210,0,0,3872,2242,1574,2551,0,7804
374,Industry,Cadre,117435,FAUX,19174,VRAI,13725,VRAI,3,32444,4866,3244,9733,6488,8113,0,11417,7776,9226,6217,6511,0,10945
375,Industry,MaŒtrise,47394,VRAI,0,VRAI,7332,VRAI,3,13348,2002,1334,4004,2669,3339,0,2781,3088,3743,2738,1741,0,12623
376,Transport,Cadre,77232,FAUX,20514,FAUX,0,VRAI,1,26728,4009,2672,8018,5345,6684,5937,3971,4856,4904,3685,4375,0,2262
377,Agriculture,Ex‚cution,27810,VRAI,0,FAUX,0,VRAI,3,9670,1450,967,2901,1934,2418,2577,2776,2229,1580,1161,1522,0,6295
378,Education,Ex‚cution,33971,VRAI,0,FAUX,0,FAUX,2,9798,1469,979,2939,1959,2452,2287,3165,3026,2191,1758,1658,1440,8648
379,Industry,Ex‚cution,35672,FAUX,27929,VRAI,4850,VRAI,3,10747,1612,1074,3224,2149,2688,0,4797,1925,2540,1647,2269,998,-22030
380,Finance,Cadre,76198,VRAI,0,VRAI,9654,VRAI,0,20908,3136,2090,6272,4181,5229,0,0,7493,6000,2278,2850,0,27015
381,Finance,Ex‚cution,31378,VRAI,0,VRAI,7911,FAUX,1,8178,1226,817,2453,1635,2047,0,4147,1786,2272,687,2115,0,4282
382,Agriculture,MaŒtrise,46523,FAUX,24993,FAUX,0,VRAI,3,16205,2430,1620,4861,3241,4053,2888,5495,3991,3173,1095,2504,1574,-15395
383,Education,MaŒtrise,48061,VRAI,0,FAUX,0,FAUX,0,14227,2134,1422,4268,2845,3558,2925,0,2724,3777,1100,1439,1672,20197
384,Health,MaŒtrise,59593,VRAI,0,VRAI,10890,VRAI,1,14942,2241,1494,4482,2988,3737,0,6013,3394,4528,3269,2438,0,14119
385,Commerce,Ex‚cution,25687,VRAI,0,VRAI,9763,VRAI,4,8626,1293,862,2587,1725,2159,0,3454,1746,1813,835,591,0,-1141
386,Health,Ex‚cution,33257,VRAI,0,FAUX,0,FAUX,2,8770,1315,877,2631,1754,2193,3096,4376,3298,2570,1798,752,1089,7508
387,Commerce,Ex‚cution,30065,VRAI,0,FAUX,0,VRAI,4,7522,1128,752,2256,1504,1882,1895,3061,2588,1660,1258,1675,0,10406
388,Construction,Cadre,113228,VRAI,0,VRAI,9559,VRAI,1,31229,4684,3122,9368,6245,7810,0,10915,6415,8812,6194,6270,4646,29188
389,Agriculture,MaŒtrise,58259,VRAI,0,FAUX,0,FAUX,0,19020,2853,1902,5706,3804,4755,3686,0,5263,3353,3084,1413,0,22440
390,Finance,Cadre,84662,VRAI,0,VRAI,3162,VRAI,1,25637,3845,2563,7691,5127,6411,0,8189,4684,5882,4632,5199,0,27277
391,Construction,Cadre,106505,FAUX,29642,VRAI,7566,FAUX,0,35519,5327,3551,10655,7103,8883,0,0,9108,5684,5265,3595,0,10126
392,Construction,Cadre,89443,VRAI,0,FAUX,0,VRAI,2,22581,3387,2258,6774,4516,5646,7587,10959,8212,7086,5279,2080,0,25659
393,Extractives,MaŒtrise,42658,VRAI,0,VRAI,5944,FAUX,1,13174,1976,1317,3952,2634,3295,0,3040,2339,2215,1864,2612,0,11470
394,Agriculture,MaŒtrise,55774,FAUX,25011,FAUX,0,VRAI,5,19040,2856,1904,5712,3808,4760,5524,6479,5066,4042,2676,1971,1323,-15358
395,Extractives,Cadre,63727,VRAI,0,FAUX,0,FAUX,2,19079,2861,1907,5723,3815,4773,5956,7881,4782,4281,1624,4262,1774,14088
396,Agriculture,Cadre,107636,VRAI,0,FAUX,0,VRAI,3,32441,4866,3244,9732,6488,8111,8641,12183,8218,7262,5096,6205,0,27590
397,Agriculture,Ex‚cution,33740,VRAI,0,FAUX,0,FAUX,1,8600,1290,860,2580,1720,2150,2653,4451,2238,2040,1479,1137,1329,9813
398,Commerce,Cadre,60726,FAUX,16697,VRAI,3282,VRAI,1,19287,2893,1928,5786,3857,4823,0,8250,5959,4181,1661,1535,0,-126
399,Agriculture,Ex‚cution,25564,FAUX,23393,FAUX,0,VRAI,4,7662,1149,766,2298,1532,1917,2492,2044,1302,1609,545,1730,1062,-16275
400,Commerce,Cadre,65077,FAUX,18089,VRAI,13775,VRAI,2,22621,3393,2262,6786,4524,5656,0,4700,3930,4725,1961,4213,0,-8937
401,Extractives,MaŒtrise,57987,VRAI,0,VRAI,5441,VRAI,1,16206,2430,1620,4861,3241,4054,0,4955,4536,3338,3282,1930,0,18299
402,Finance,Ex‚cution,38288,FAUX,22191,FAUX,0,VRAI,3,10300,1545,1030,3090,2060,2575,2911,3710,2050,2854,1279,1865,0,-8872
403,Extractives,Cadre,106719,VRAI,0,VRAI,4132,VRAI,4,32495,4874,3249,9748,6499,8125,0,6262,6599,5863,2666,4086,1999,42617
404,Construction,Cadre,61308,VRAI,0,VRAI,10503,VRAI,2,20430,3064,2043,6129,4086,5108,0,9144,3566,4337,2879,4230,0,6219
405,Education,Cadre,70195,VRAI,0,VRAI,10396,FAUX,0,20568,3085,2056,6170,4113,5144,0,0,5046,4163,3543,4689,0,21790
406,Industry,Ex‚cution,38100,VRAI,0,FAUX,0,VRAI,1,10546,1581,1054,3163,2109,2639,3642,4317,3278,2198,1858,815,1336,10110
407,Extractives,Ex‚cution,32339,FAUX,10074,FAUX,0,VRAI,5,8647,1297,864,2594,1729,2163,1691,3491,3092,1789,655,1949,858,93
408,Health,Ex‚cution,28876,VRAI,0,FAUX,0,VRAI,4,10041,1506,1004,3012,2008,2511,2836,1916,1876,1530,891,1755,390,7641
409,Finance,MaŒtrise,41560,FAUX,25078,FAUX,0,FAUX,0,10467,1570,1046,3140,2093,2618,2376,0,3445,2985,2138,1337,1218,-7484
410,Commerce,MaŒtrise,59838,VRAI,0,FAUX,0,VRAI,5,18443,2766,1844,5532,3688,4613,3889,3197,4891,4533,2021,2364,0,20500
411,Health,Ex‚cution,37737,VRAI,0,FAUX,0,VRAI,3,9787,1468,978,2936,1957,2448,1918,5183,2333,2126,1865,1358,0,13167
412,Transport,Ex‚cution,32282,FAUX,19490,VRAI,9862,VRAI,2,8098,1214,809,2429,1619,2027,0,1678,2560,2055,1314,657,0,-13432
413,Extractives,Ex‚cution,33146,FAUX,17776,VRAI,7886,VRAI,3,9452,1417,945,2835,1890,2365,0,3116,1772,2232,1455,1887,1049,-13479
414,Finance,Ex‚cution,34969,VRAI,0,FAUX,0,FAUX,0,10421,1563,1042,3126,2084,2606,2597,0,2737,2710,1819,1488,0,13197
415,Transport,Cadre,110247,FAUX,11782,VRAI,6257,FAUX,1,32668,4900,3266,9800,6533,8169,0,10879,10665,7619,6167,4721,5203,14286
416,Transport,Ex‚cution,34609,FAUX,26634,VRAI,6123,VRAI,4,11883,1782,1188,3564,2376,2973,0,4958,1947,2127,731,2172,1219,-23185
417,Education,Cadre,79665,FAUX,23683,FAUX,0,FAUX,0,25632,3844,2563,7689,5126,6410,7077,0,6665,5451,4437,1906,1587,3227
418,Agriculture,Cadre,93123,FAUX,10028,VRAI,4013,VRAI,1,31895,4784,3189,9568,6379,7975,0,8065,5138,6618,2977,3114,0,21275
419,Education,Cadre,100167,VRAI,0,VRAI,12549,FAUX,0,26259,3938,2625,7877,5251,6568,0,0,8179,7709,4502,2674,4384,33911
420,Agriculture,Cadre,63071,VRAI,0,VRAI,4040,FAUX,1,21674,3251,2167,6502,4334,5420,0,8360,5648,3533,3292,3942,3033,9549
421,Extractives,Cadre,97825,VRAI,0,FAUX,0,VRAI,4,34071,5110,3407,10221,6814,8519,7515,9808,6152,6949,2012,2198,0,29120
422,Industry,MaŒtrise,42739,VRAI,0,VRAI,10422,FAUX,1,11221,1683,1122,3366,2244,2806,0,5408,2586,2551,2255,2001,0,6295
423,Transport,Cadre,81304,FAUX,16475,FAUX,0,VRAI,4,20580,3087,2058,6174,4116,5145,4550,9124,7863,4568,4016,5148,0,8980
424,Health,MaŒtrise,40331,VRAI,0,VRAI,8720,VRAI,5,11142,1671,1114,3342,2228,2787,0,5544,2276,2887,969,2063,1676,5054
425,Industry,Ex‚cution,37501,VRAI,0,FAUX,0,FAUX,1,12625,1893,1262,3787,2525,3158,2988,2351,2676,2056,1800,2172,1134,9699
426,Industry,Ex‚cution,33592,VRAI,0,VRAI,5233,VRAI,3,10361,1554,1036,3108,2072,2591,0,4356,2252,2491,1126,764,0,7009
427,Extractives,Ex‚cution,26951,VRAI,0,FAUX,0,VRAI,2,8367,1255,836,2510,1673,2093,2058,2849,2665,1972,653,1587,751,6049
428,Construction,Ex‚cution,34487,FAUX,20255,FAUX,0,VRAI,0,10940,1641,1094,3282,2188,2735,2291,0,2203,1915,1376,1165,0,-5658
429,Industry,Ex‚cution,29924,VRAI,0,VRAI,10734,VRAI,5,10225,1533,1022,3067,2045,2558,0,3242,2188,2230,1416,873,0,-984
430,Commerce,Cadre,83866,FAUX,29049,VRAI,14683,VRAI,4,25858,3878,2585,7757,5171,6467,0,10355,5541,4280,2104,5512,0,-13516
431,Commerce,Cadre,69107,FAUX,15021,VRAI,5914,VRAI,2,22821,3423,2282,6846,4564,5706,0,8892,5216,4077,1800,2365,2781,220
432,Finance,MaŒtrise,55153,VRAI,0,FAUX,0,VRAI,3,15782,2367,1578,4734,3156,3947,3056,7588,4917,3035,2233,2447,0,16095
433,Education,Cadre,101894,VRAI,0,VRAI,3294,VRAI,1,32843,4926,3284,9852,6568,8213,0,6481,9354,5567,3265,3306,2056,35728
434,Commerce,MaŒtrise,52388,FAUX,23969,VRAI,11434,VRAI,0,17478,2621,1747,5243,3495,4372,0,0,3960,3447,2224,1495,1191,-12810
435,Extractives,Cadre,98367,VRAI,0,FAUX,0,VRAI,0,24746,3711,2474,7423,4949,6189,6689,0,5360,5676,2331,2463,4917,46185
436,Agriculture,Cadre,118101,VRAI,0,FAUX,0,VRAI,2,30381,4557,3038,9114,6076,7596,10057,10658,11337,8208,2789,7959,2774,33938
437,Commerce,MaŒtrise,48809,FAUX,16452,VRAI,10642,FAUX,0,16122,2418,1612,4836,3224,4032,0,0,2814,2977,1705,1345,0,-3248
438,Commerce,Cadre,116411,FAUX,24182,VRAI,12677,VRAI,5,40580,6087,4058,12174,8116,10145,0,14908,8091,7841,6571,5553,2927,-6919
439,Commerce,Cadre,60834,VRAI,0,FAUX,0,VRAI,1,18518,2777,1851,5555,3703,4632,5294,7646,4887,3346,3157,3407,1736,12843
440,Commerce,Cadre,81577,VRAI,0,FAUX,0,VRAI,4,25885,3882,2588,7765,5177,6473,8119,11280,6008,5350,2253,3516,0,19166
441,Agriculture,MaŒtrise,51882,VRAI,0,FAUX,0,FAUX,1,17787,2668,1778,5336,3557,4448,2764,5444,4126,3610,1568,1983,0,14600
442,Commerce,Cadre,109900,VRAI,0,FAUX,0,FAUX,0,32359,4853,3235,9707,6471,8093,6273,0,6058,7260,2572,3862,0,51516
443,Construction,MaŒtrise,54772,FAUX,28161,FAUX,0,VRAI,5,17661,2649,1766,5298,3532,4416,3591,7026,3950,3535,2799,2142,0,-14093
444,Commerce,Cadre,110721,VRAI,0,FAUX,0,VRAI,5,35106,5265,3510,10531,7021,8779,7027,8608,10703,7939,4770,5800,3844,26924
445,Extractives,Ex‚cution,34491,VRAI,0,VRAI,14785,VRAI,0,10032,1504,1003,3009,2006,2510,0,0,2529,1779,741,1926,0,2699
446,Industry,Cadre,86841,VRAI,0,VRAI,9528,VRAI,3,29528,4429,2952,8858,5905,7384,0,10115,4798,6092,3944,5235,0,17601
447,Agriculture,Cadre,94268,FAUX,13641,FAUX,0,VRAI,3,23662,3549,2366,7098,4732,5917,5414,12027,6819,5978,5486,6219,1730,13292
448,Commerce,Ex‚cution,32595,VRAI,0,VRAI,12308,VRAI,3,9311,1396,931,2793,1862,2329,0,2165,2450,2441,1517,1203,0,1200
449,Transport,MaŒtrise,57740,FAUX,20860,FAUX,0,FAUX,2,15048,2257,1504,4514,3009,3764,3388,6872,4750,4432,2847,2622,0,-3079
450,Industry,Cadre,63190,VRAI,0,VRAI,4075,FAUX,1,16685,2502,1668,5005,3337,4173,0,5958,4933,4769,2385,4166,0,20219
451,Finance,Cadre,98931,FAUX,27615,FAUX,0,VRAI,5,28825,4323,2882,8647,5765,7208,6426,12347,5976,5555,2728,2599,4495,2365
452,Construction,Ex‚cution,33593,FAUX,14613,FAUX,0,VRAI,2,9528,1429,952,2858,1905,2384,2665,2025,2906,2069,1725,1499,1323,-4760
453,Commerce,MaŒtrise,55992,VRAI,0,FAUX,0,VRAI,4,16118,2417,1611,4835,3223,4032,5471,7694,4781,3998,1685,2958,882,12405
454,Agriculture,MaŒtrise,54496,VRAI,0,FAUX,0,FAUX,2,14139,2120,1413,4241,2827,3538,2814,5445,4361,2826,2662,1717,0,20532
455,Extractives,Ex‚cution,34018,VRAI,0,FAUX,0,VRAI,3,9717,1457,971,2915,1943,2431,2145,4921,2936,1925,1291,2035,0,9048
456,Finance,Cadre,109508,FAUX,19063,FAUX,0,VRAI,2,34274,5141,3427,10282,6854,8570,7445,9919,10788,5844,3366,4886,0,13923
457,Extractives,Ex‚cution,35635,VRAI,0,FAUX,0,VRAI,0,12351,1852,1235,3705,2470,3089,2014,0,2444,1809,1028,2103,470,13416
458,Commerce,MaŒtrise,43400,VRAI,0,FAUX,0,FAUX,0,12062,1809,1206,3618,2412,3017,2927,0,4173,2439,2385,934,1917,16563
459,Finance,MaŒtrise,50766,VRAI,0,FAUX,0,VRAI,4,16714,2507,1671,5014,3342,4180,3012,2876,5072,2576,2711,1942,0,15863
460,Transport,MaŒtrise,59965,VRAI,0,VRAI,10705,VRAI,2,19004,2850,1900,5701,3800,4753,0,8324,4377,4090,1651,3612,0,8202
461,Construction,MaŒtrise,53464,FAUX,18384,FAUX,0,VRAI,3,17377,2606,1737,5213,3475,4346,3521,5259,3460,3088,1124,1831,0,-580
462,Health,MaŒtrise,47065,VRAI,0,VRAI,10320,VRAI,5,12495,1874,1249,3748,2499,3125,0,4029,3993,3144,1668,1930,0,9486
463,Commerce,Ex‚cution,33419,FAUX,11069,FAUX,0,FAUX,0,9592,1438,959,2877,1918,2400,2621,0,3144,2615,1656,813,0,1909
464,Extractives,MaŒtrise,50380,VRAI,0,VRAI,9554,VRAI,5,14114,2117,1411,4234,2822,3530,0,4453,4671,3651,1556,1303,2359,8719
465,Commerce,Ex‚cution,35416,VRAI,0,FAUX,0,VRAI,0,10707,1606,1070,3212,2141,2678,1977,0,1999,2341,2035,1254,0,15103
466,Transport,MaŒtrise,48940,VRAI,0,FAUX,0,VRAI,0,13212,1981,1321,3963,2642,3305,3355,0,3674,3512,1200,1973,0,22014
467,Extractives,MaŒtrise,45435,FAUX,12763,VRAI,6241,FAUX,2,13230,1984,1323,3969,2646,3308,0,2900,3784,2986,2070,1676,0,-215
468,Transport,Cadre,72041,VRAI,0,FAUX,0,FAUX,2,23034,3455,2303,6910,4606,5760,3928,7186,4549,5167,1987,4654,0,21536
469,Finance,Cadre,72881,VRAI,0,VRAI,8991,VRAI,2,20050,3007,2005,6015,4010,5013,0,5980,4135,4291,3125,3067,2904,20338
470,Industry,Cadre,91115,FAUX,21345,FAUX,0,VRAI,5,30735,4610,3073,9220,6147,7685,4745,12124,7158,6216,3729,5806,1862,-2605
471,Extractives,Ex‚cution,39922,FAUX,28218,FAUX,0,VRAI,5,11468,1720,1146,3440,2293,2869,2698,4165,2141,2942,1146,2149,0,-15005
472,Education,MaŒtrise,40055,FAUX,10105,VRAI,3669,VRAI,3,10923,1638,1092,3276,2184,2733,0,3630,3707,2962,1229,1290,944,1596
473,Transport,Ex‚cution,27047,FAUX,27257,FAUX,0,VRAI,2,8669,1300,866,2600,1733,2170,1681,2619,2151,2071,1502,1549,892,-21344
474,Commerce,MaŒtrise,49148,VRAI,0,FAUX,0,VRAI,3,13385,2007,1338,4015,2677,3348,4751,4151,2853,3287,2838,992,2336,14555
475,Education,Ex‚cution,26224,VRAI,0,FAUX,0,VRAI,0,8869,1330,886,2660,1773,2220,1880,0,2291,2097,1284,674,0,9129
476,Construction,Cadre,64663,VRAI,0,VRAI,14880,VRAI,1,22626,3393,2262,6787,4525,5659,0,5087,4139,3543,1717,2215,0,10456
477,Health,Ex‚cution,30539,FAUX,19735,VRAI,10727,VRAI,3,9577,1436,957,2873,1915,2396,0,2030,2183,1790,1510,1303,0,-18316
478,Construction,MaŒtrise,58385,VRAI,0,FAUX,0,VRAI,3,18853,2827,1885,5655,3770,4716,5472,8399,5269,4409,2453,3578,1514,8438
479,Industry,Ex‚cution,37879,VRAI,0,VRAI,8615,VRAI,0,11465,1719,1146,3439,2293,2868,0,0,2002,2019,1089,1637,0,11052
480,Extractives,Cadre,73806,FAUX,24855,VRAI,9458,VRAI,5,18835,2825,1883,5650,3767,4710,0,3784,6626,4746,1862,2345,0,1295
481,Education,Ex‚cution,39600,FAUX,29915,FAUX,0,FAUX,1,12860,1929,1286,3858,2572,3215,2443,2217,3004,2127,2316,1366,0,-16648
482,Industry,Cadre,116235,FAUX,23636,VRAI,8285,VRAI,4,32416,4862,3241,9724,6483,8106,0,12618,9248,8319,5789,5314,5055,5555
483,Health,Cadre,67612,VRAI,0,VRAI,9745,VRAI,0,21567,3235,2156,6470,4313,5393,0,0,5417,3598,2726,3838,0,20721
484,Construction,Cadre,91385,VRAI,0,FAUX,0,FAUX,1,27711,4156,2771,8313,5542,6929,5955,8159,5390,6154,5329,4126,3180,25381
485,Finance,MaŒtrise,44922,VRAI,0,VRAI,6167,VRAI,1,12423,1863,1242,3726,2484,3108,0,5692,2708,2679,1734,3016,0,10503
486,Extractives,MaŒtrise,42511,VRAI,0,FAUX,0,VRAI,4,14581,2187,1458,4374,2916,3646,2940,4215,4030,3154,856,1530,0,11205
487,Education,Cadre,62759,VRAI,0,FAUX,0,VRAI,5,17139,2570,1713,5141,3427,4288,5654,8481,4653,3921,3709,1884,1360,15958
488,Health,Cadre,66791,FAUX,29115,FAUX,0,VRAI,3,22482,3372,2248,6744,4496,5622,3914,9020,6271,4440,3088,2612,2596,-16747
489,Agriculture,MaŒtrise,48297,VRAI,0,VRAI,6346,VRAI,0,14369,2155,1436,4310,2873,3595,0,0,3180,3525,1927,1714,0,17236
490,Health,Ex‚cution,32310,VRAI,0,FAUX,0,VRAI,4,10374,1556,1037,3112,2074,2595,3187,4169,2007,2495,766,1402,0,7910
491,Industry,MaŒtrise,58608,FAUX,17146,FAUX,0,VRAI,5,20241,3036,2024,6072,4048,5061,4812,4677,3300,4411,2021,3107,0,-1107
492,Agriculture,MaŒtrise,57325,VRAI,0,FAUX,0,VRAI,5,19077,2861,1907,5723,3815,4771,5076,3088,3422,3789,3290,3539,0,16044
493,Industry,Cadre,79510,VRAI,0,FAUX,0,VRAI,4,27406,4110,2740,8221,5481,6854,4932,5883,4306,6190,3433,4242,0,23118
494,Construction,Ex‚cution,31766,VRAI,0,FAUX,0,VRAI,4,10377,1556,1037,3113,2075,2596,2145,2785,2435,1588,941,966,1341,9188
495,Finance,Cadre,83574,VRAI,0,FAUX,0,VRAI,3,21506,3225,2150,6451,4301,5379,7915,6085,7271,4955,4542,4598,0,26702
496,Health,Cadre,113664,VRAI,0,VRAI,6688,VRAI,3,35646,5346,3564,10693,7129,8914,0,10845,10590,8809,6805,3146,0,31135
497,Industry,Ex‚cution,30912,VRAI,0,VRAI,9449,FAUX,0,9855,1478,985,2956,1971,2465,0,0,2758,2283,785,1310,0,4472
498,Education,Ex‚cution,33338,VRAI,0,VRAI,9287,FAUX,1,10187,1528,1018,3056,2037,2548,0,3013,2433,1682,1045,1394,0,4297
499,Construction,Cadre,71662,VRAI,0,VRAI,4306,FAUX,2,20531,3079,2053,6159,4106,5134,0,6682,5815,3743,2877,2087,0,25621
500,Extractives,Ex‚cution,35585,FAUX,11695,VRAI,3780,VRAI,3,9013,1351,901,2703,1802,2256,0,3879,2711,2081,765,2481,0,-820
501,Extractives,Ex‚cution,38662,VRAI,0,FAUX,0,FAUX,1,12194,1829,1219,3658,2438,3050,2465,5674,2554,3090,2313,1142,1138,8092
502,Construction,Ex‚cution,31811,FAUX,24966,VRAI,7394,VRAI,3,10458,1568,1045,3137,2091,2617,0,2579,2110,1600,1528,816,0,-19640
503,Commerce,MaŒtrise,53746,VRAI,0,VRAI,11469,VRAI,5,14362,2154,1436,4308,2872,3592,0,6730,5137,3580,2208,3127,2510,4623
504,Transport,Ex‚cution,39110,FAUX,17436,FAUX,0,VRAI,4,12807,1921,1280,3842,2561,3203,2473,5606,3363,2839,1124,1648,0,-8186
505,Extractives,Cadre,64507,FAUX,10117,FAUX,0,VRAI,2,19470,2920,1947,5841,3894,4868,4714,5253,5099,4637,2350,3319,0,9548
506,Industry,Ex‚cution,36959,VRAI,0,FAUX,0,VRAI,4,11024,1653,1102,3307,2204,2758,3486,3246,3233,1955,1442,2571,0,10002
507,Extractives,MaŒtrise,49795,VRAI,0,FAUX,0,FAUX,1,14828,2224,1482,4448,2965,3709,3663,3365,2850,2870,2817,1277,0,18125
508,Construction,Ex‚cution,28574,VRAI,0,VRAI,11462,FAUX,1,9241,1386,924,2772,1848,2311,0,3245,2678,1499,1617,990,0,-2158
509,Construction,Cadre,111410,VRAI,0,FAUX,0,VRAI,0,37569,5635,3756,11270,7513,9395,5967,0,10329,8182,2689,2826,1164,42684
510,Transport,Cadre,84142,VRAI,0,VRAI,3364,FAUX,0,28266,4239,2826,8479,5653,7069,0,0,4669,6598,3107,1722,0,36416
511,Transport,MaŒtrise,59642,VRAI,0,VRAI,5933,FAUX,1,19405,2910,1940,5821,3881,4853,0,8756,5306,3022,2623,3266,0,11331
512,Construction,MaŒtrise,43006,VRAI,0,VRAI,7611,FAUX,0,14334,2150,1433,4300,2866,3585,0,0,4148,2961,1539,1406,0,11007
513,Industry,MaŒtrise,47432,VRAI,0,VRAI,7725,VRAI,5,15680,2352,1568,4704,3136,3920,0,2747,2825,2921,1868,1790,2303,9573
514,Construction,MaŒtrise,59369,VRAI,0,FAUX,0,VRAI,3,19375,2906,1937,5812,3875,4845,5914,6881,3118,3154,3279,2753,0,14895
515,Extractives,Ex‚cution,30167,VRAI,0,FAUX,0,FAUX,0,10443,1566,1044,3132,2088,2613,2334,0,1605,2090,1312,1954,0,10429
516,Finance,Cadre,114273,FAUX,13216,VRAI,7515,VRAI,0,29032,4354,2903,8709,5806,7260,0,0,10934,8569,3645,6795,5562,29005
517,Extractives,Cadre,114095,VRAI,0,VRAI,11983,FAUX,1,35447,5317,3544,10634,7089,8863,0,7072,7534,8674,3343,5748,0,34294
518,Education,Cadre,70778,FAUX,12108,FAUX,0,VRAI,5,21772,3265,2177,6531,4354,5445,5498,4872,3737,3710,4226,4188,0,10667
519,Transport,Cadre,67838,VRAI,0,FAUX,0,FAUX,2,20278,3041,2027,6083,4055,5072,5130,5208,4935,4350,3274,4547,792,19324
520,Transport,Ex‚cution,28811,FAUX,26464,FAUX,0,VRAI,1,7877,1181,787,2363,1575,1971,1828,3327,2002,1608,1419,798,0,-16512
521,Finance,Cadre,116937,FAUX,15546,VRAI,10372,VRAI,2,33476,5021,3347,10042,6695,8371,0,8781,9842,8245,4686,6887,0,19102
522,Finance,MaŒtrise,42289,VRAI,0,VRAI,14343,VRAI,5,12364,1854,1236,3709,2472,3093,0,4862,2166,3142,1753,1434,697,1528
523,Agriculture,Cadre,69834,VRAI,0,VRAI,13846,VRAI,5,20283,3042,2028,6084,4056,5073,0,6030,4248,4894,4108,2010,0,14415
524,Health,MaŒtrise,52598,VRAI,0,FAUX,0,VRAI,3,16007,2401,1600,4802,3201,4003,3431,3586,2855,3756,1464,2866,1400,17233
525,Industry,Cadre,69475,VRAI,0,FAUX,0,VRAI,1,21994,3299,2199,6598,4398,5500,4468,6670,4145,3912,1453,4504,1327,21002
526,Health,Ex‚cution,29284,FAUX,20073,VRAI,8901,FAUX,0,8315,1247,831,2494,1663,2080,0,0,2500,1953,885,1538,921,-15802
527,Education,Ex‚cution,31437,FAUX,24312,VRAI,4782,VRAI,0,10879,1631,1087,3263,2175,2723,0,0,2075,2511,1692,1589,1447,-17850
528,Agriculture,Ex‚cution,34611,FAUX,21109,FAUX,0,VRAI,4,8785,1317,878,2635,1757,2198,3237,3505,2419,2246,1616,714,0,-9020
529,Finance,Cadre,113811,VRAI,0,VRAI,3598,FAUX,0,36176,5426,3617,10852,7235,9046,0,0,8085,8973,5004,6871,2946,42158
530,Construction,Ex‚cution,31429,VRAI,0,VRAI,9452,VRAI,4,10582,1587,1058,3174,2116,2647,0,4565,2207,2048,1849,1062,0,-336
